QRS_Width,R_Peak_Height,P_Wave_Present,T_Wave_Present,ST_Level,PR_Interval,Label
128,1.0,1,1,0.44477500000000003,164,V
72,1.0,1,1,0.44335,98,V
217,1.0,1,1,0.43205,108,V
146,0.895,1,1,0.4441,139,V
115,1.0,1,1,0.4329,79,V
0,0.0,1,0,0.0,399,V
252,1.0,1,1,0.39125,112,V
131,1.0,1,1,0.4196,66,V
221,1.0,1,1,0.43010000000000004,123,V
132,1.0,1,1,0.43010000000000004,57,V
242,0.8452,1,1,0.41685,128,V
153,1.0,1,1,0.4434,45,V
104,1.0,1,1,0.4377,160,V
114,1.0,1,1,0.427,245,V
114,1.0,1,1,0.427,79,V
365,1.0,1,0,0.3616,28,V
250,1.0,1,1,0.4056,112,V
127,1.0,1,1,0.4469,68,V
120,1.0,1,1,0.4052,219,N
222,1.0,1,1,0.42506666666666665,93,V
114,1.0,1,1,0.4229,255,V
121,1.0,1,1,0.4291,70,V
63,1.0,1,1,0.4075333333333333,251,V
45,1.0,1,1,0.42085,117,V
30,1.0,1,1,0.439,160,V
87,1.0,1,1,0.44205,274,V
140,1.0,1,1,0.4455,52,V
24,1.0,1,1,0.3982,165,V
140,1.0,1,1,0.4524,133,V
105,1.0,1,1,0.4284,89,V
74,1.0,1,1,0.4445,92,V
34,1.0,1,1,0.4455,155,V
35,1.0,1,1,0.4509,154,V
71,1.0,1,1,0.44599999999999995,276,V
112,1.0,1,1,0.4436,80,V
97,1.0,1,1,0.4494,163,V
29,1.0,1,1,0.4484,160,V
12,1.0,1,1,0.3692,173,N
12,1.0,1,1,0.2919,174,N
10,1.0,1,1,0.3081,175,N
11,1.0,1,1,0.3565,174,N
10,1.0,1,1,0.396,174,N
10,1.0,1,1,0.3295,174,N
11,1.0,1,1,0.2991,174,N
11,1.0,1,1,0.3485,174,N
10,1.0,1,1,0.3693,174,N
11,1.0,1,1,0.3186,174,N
10,1.0,1,1,0.2651,175,N
10,1.0,1,1,0.3844,174,N
10,1.0,1,1,0.2692,175,N
12,1.0,1,1,0.4288,173,N
245,1.0,1,1,0.41415,77,V
11,1.0,1,1,0.3366,174,N
11,1.0,1,1,0.3511,174,N
10,1.0,1,1,0.3679,174,N
11,1.0,1,1,0.3022,174,N
11,1.0,1,1,0.3225,174,N
12,1.0,1,1,0.3172,174,N
13,1.0,1,1,0.319,173,N
12,1.0,1,1,0.3729,173,N
12,1.0,1,1,0.2932,173,N
12,1.0,1,1,0.2927,174,N
11,1.0,1,1,0.414,174,N
11,1.0,1,1,0.295,174,N
10,1.0,1,1,0.3514,175,N
10,1.0,1,1,0.4053,174,N
11,1.0,1,1,0.3054,174,N
10,1.0,1,1,0.3437,174,N
10,1.0,1,1,0.3829,174,N
11,1.0,1,1,0.3674,174,N
10,1.0,1,1,0.2953,175,N
11,1.0,1,1,0.3525,174,N
11,1.0,1,1,0.2625,174,N
11,1.0,1,1,0.2935,174,N
10,1.0,1,1,0.3346,175,N
11,1.0,1,1,0.3338,174,N
12,1.0,1,1,0.3362,174,N
12,1.0,1,1,0.304,174,N
11,1.0,1,1,0.3694,174,N
12,1.0,1,1,0.4202,173,N
13,1.0,1,1,0.3807,173,N
12,1.0,1,1,0.3522,173,N
12,1.0,1,1,0.2952,174,N
11,1.0,1,1,0.326,174,N
11,1.0,1,1,0.4056,174,N
10,1.0,1,1,0.293,175,N
10,1.0,1,1,0.292,175,N
11,1.0,1,1,0.2378,174,N
10,1.0,1,1,0.2403,175,N
11,1.0,1,1,0.2651,174,N
11,1.0,1,1,0.2519,174,N
77,1.0,1,1,0.432,56,V
10,1.0,1,1,0.2778,175,N
11,1.0,1,1,0.2454,174,N
59,1.0,1,1,0.44475,63,V
10,1.0,1,1,0.2561,175,N
11,1.0,1,1,0.2647,174,N
10,1.0,1,1,0.3786,174,N
10,1.0,1,1,0.296,175,N
10,1.0,1,1,0.3562,174,N
10,1.0,1,1,0.3456,174,N
10,1.0,1,1,0.2393,175,N
11,1.0,1,1,0.276,174,N
11,1.0,1,1,0.3747,174,N
14,1.0,1,1,0.3288,172,N
11,1.0,1,1,0.3289,174,N
11,1.0,1,1,0.412,174,N
12,1.0,1,1,0.3019,174,N
11,1.0,1,1,0.3842,174,N
11,1.0,1,1,0.3508,174,N
10,1.0,1,1,0.32,174,N
9,1.0,1,1,0.3723,175,N
10,1.0,1,1,0.3528,174,N
11,1.0,1,1,0.2273,174,N
11,1.0,1,1,0.324,174,N
10,1.0,1,1,0.2594,175,N
10,1.0,1,1,0.3535,174,N
12,1.0,1,1,0.3394,173,N
11,1.0,1,1,0.3666,174,N
12,1.0,1,1,0.3778,173,N
13,1.0,1,1,0.3205,173,N
12,1.0,1,1,0.3392,174,N
13,1.0,1,1,0.3711,173,N
13,1.0,1,1,0.3095,173,N
10,1.0,1,1,0.3558,174,N
11,1.0,1,1,0.2985,174,N
10,1.0,1,1,0.3167,175,N
11,1.0,1,1,0.2486,174,N
9,1.0,1,1,0.3913,175,N
10,1.0,1,1,0.3498,174,N
10,1.0,1,1,0.3363,174,N
258,1.0,1,1,0.41964999999999997,93,V
10,1.0,1,1,0.3522,175,N
61,0.7279,1,1,0.456,246,V
92,0.7666,1,1,0.4646,235,V
92,0.7734,1,1,0.4661,242,V
43,0.6371,1,1,0.4616,258,V
59,0.6988,1,1,0.4614,250,V
298,1.0,1,0,0.4236,94,V
12,1.0,1,1,0.3461,173,N
117,1.0,1,1,0.3899,62,V
114,1.0,1,1,0.4093,77,V
66,0.7452,1,1,0.463,245,V
62,1.0,1,1,0.4027,58,V
321,1.0,1,1,0.4292,69,V
133,1.0,1,1,0.43594999999999995,45,V
140,1.0,1,1,0.4275,54,V
227,0.8721,1,1,0.40925,106,V
178,1.0,1,1,0.4535,118,V
140,1.0,1,1,0.4321,52,V
202,1.0,1,1,0.4247666666666667,74,V
254,1.0,1,1,0.4282,86,V
248,1.0,1,1,0.4431,100,V
223,1.0,1,1,0.42100000000000004,97,V
114,1.0,1,1,0.4091666666666667,148,V
34,1.0,1,1,0.37895,123,V
33,1.0,1,1,0.37045,126,V
23,1.0,1,1,0.3827,166,V
23,1.0,1,1,0.3466,336,N
35,1.0,1,1,0.39905,124,V
32,1.0,1,1,0.3581,124,V
35,1.0,1,1,0.39675000000000005,293,N
33,1.0,1,1,0.37675000000000003,121,V
24,1.0,1,1,0.3655,165,V
35,1.0,1,1,0.38155,275,N
36,1.0,1,1,0.3943,108,V
23,1.0,1,1,0.4395,165,V
322,1.0,1,1,0.4384,20,V
27,1.0,1,1,0.4269,163,V
33,1.0,1,1,0.4156,157,V
41,1.0,1,1,0.40185000000000004,119,V
34,1.0,1,1,0.3853,118,V
31,1.0,1,1,0.4288,159,V
23,1.0,1,1,0.4303,165,V
24,1.0,1,1,0.4141,165,V
26,1.0,1,1,0.37715,123,V
28,1.0,1,1,0.4459,335,N
34,1.0,1,1,0.444,158,V
106,1.0,1,1,0.4446,87,V
24,1.0,1,1,0.4225,165,V
29,1.0,1,1,0.40275,105,V
31,1.0,1,1,0.358,284,N
31,1.0,1,1,0.358,124,V
105,1.0,1,1,0.41873333333333335,171,V
22,1.0,1,1,0.3417,166,V
32,1.0,1,1,0.372,129,V
20,1.0,1,1,0.3249,168,V
30,1.0,1,1,0.3392,139,V
13,1.0,1,1,0.3381,9,V
28,1.0,1,1,0.36114999999999997,154,V
28,1.0,1,1,0.35195,155,V
27,1.0,1,1,0.34550000000000003,322,N
27,1.0,1,1,0.34550000000000003,155,V
27,1.0,1,1,0.39139999999999997,155,V
32,1.0,1,1,0.3341,314,N
32,1.0,1,1,0.3341,152,V
28,1.0,1,1,0.29445,155,V
31,1.0,1,1,0.3463,152,V
21,1.0,1,1,0.3861,167,V
30,1.0,1,1,0.41325,152,V
21,1.0,1,1,0.3852,166,V
23,1.0,1,1,0.3374,341,N
23,1.0,1,1,0.3808,165,V
24,0.9881,1,1,0.41,164,V
20,1.0,1,1,0.4221,167,V
18,1.0,1,1,0.3865,169,V
19,1.0,1,1,0.3534,168,V
27,1.0,1,1,0.32335,156,V
37,1.0,1,1,0.36635,321,N
383,1.0,1,0,0.3387,11,V
88,0.7319,1,1,0.4643,223,V
110,1.0,1,1,0.4602333333333333,91,V
25,1.0,1,1,0.3734,362,N
31,1.0,1,1,0.3994,158,V
23,1.0,1,1,0.4104,164,V
18,1.0,1,1,0.3672,169,V
27,1.0,1,1,0.33895,156,V
19,1.0,1,1,0.3871,346,N
20,1.0,1,1,0.4067,167,V
22,1.0,1,1,0.3801,166,V
30,1.0,1,1,0.36329999999999996,321,N
31,1.0,1,1,0.3044,153,V
29,1.0,1,1,0.33814999999999995,154,V
24,1.0,1,1,0.4137,163,V
22,1.0,1,1,0.3634,166,V
20,1.0,1,1,0.3562,167,V
22,1.0,1,1,0.3942,166,V
23,1.0,1,1,0.3951,165,V
28,1.0,1,1,0.4096,160,V
25,1.0,1,1,0.367,163,V
22,1.0,1,1,0.3468,351,N
23,1.0,1,1,0.3858,165,V
24,1.0,1,1,0.3601,164,V
30,1.0,1,1,0.36515,153,V
26,1.0,1,1,0.4183,162,V
31,1.0,1,1,0.3534,158,V
320,1.0,1,1,0.4196,9,V
18,0.9942,1,1,0.3631,169,V
25,1.0,1,1,0.3683,163,V
27,1.0,1,1,0.4339,161,V
25,1.0,1,1,0.4249,163,V
134,1.0,1,1,0.4002,40,V
34,1.0,1,1,0.39444999999999997,318,N
27,1.0,1,1,0.3967,163,V
21,1.0,1,1,0.3951,349,N
22,1.0,1,1,0.4248,165,V
110,1.0,1,1,0.4157,249,V
122,1.0,1,1,0.4288,71,V
25,0.9284,1,1,0.3959,165,V
153,1.0,1,1,0.43135,164,V
49,1.0,1,1,0.4243,145,V
83,1.0,1,1,0.42905000000000004,70,V
40,1.0,1,1,0.39490000000000003,292,N
32,1.0,1,1,0.4303,158,V
240,1.0,1,1,0.3714,133,N
253,1.0,1,1,0.44504999999999995,79,V
261,1.0,1,1,0.4377,60,V
27,1.0,1,1,0.4357,162,V
24,1.0,1,1,0.4036,164,V
20,1.0,1,1,0.3962,168,V
30,1.0,1,1,0.4076,133,V
23,1.0,1,1,0.3903,165,V
29,1.0,1,1,0.3981,161,V
286,1.0,1,1,0.4194,66,V
30,1.0,1,1,0.4061,160,V
276,1.0,1,1,0.4147,94,V
149,1.0,1,1,0.4304,49,V
380,1.0,1,0,0.4255,12,V
68,0.7244,1,1,0.4526,235,V
25,1.0,1,1,0.3733,163,V
112,1.0,1,1,0.45675,110,V
10,1.0,1,1,0.3686,175,N
81,1.0,1,1,0.45125,254,V
86,1.0,1,1,0.42025,83,V
10,1.0,1,1,0.3997,174,N
61,0.7582,1,1,0.464,245,V
31,1.0,1,1,0.3226,328,N
21,1.0,1,1,0.3421,167,V
11,1.0,1,1,0.3371,174,N
211,1.0,1,1,0.4007666666666667,51,V
139,0.9614,1,1,0.38265000000000005,223,V
135,1.0,1,1,0.398,58,V
0,0.0,1,0,0.0,399,V
62,1.0,1,1,0.40290000000000004,214,V
73,0.7789,1,1,0.4643,241,V
11,1.0,1,1,0.2957,174,N
10,1.0,1,1,0.3079,175,N
10,1.0,1,1,0.3227,174,N
10,1.0,1,1,0.3069,174,N
10,1.0,1,1,0.2451,175,N
11,1.0,1,1,0.2461,174,N
45,1.0,1,1,0.35305,300,V
47,1.0,1,1,0.3779,132,V
187,0.8512,1,1,0.3746,128,V
319,1.0,1,1,0.44799999999999995,34,V
264,0.7977,1,0,0.4006,128,V
373,1.0,1,0,0.3568,20,V
10,1.0,1,1,0.2421,175,N
30,0.8691,1,1,0.3869,322,V
96,1.0,1,1,0.4019,95,V
357,1.0,1,0,0.3669,36,V
103,1.0,1,1,0.38734999999999997,57,V
95,1.0,1,1,0.4267,103,V
80,1.0,1,1,0.459,245,V
210,1.0,1,1,0.4512,111,V
12,1.0,1,1,0.2982,174,N
239,1.0,1,1,0.44279999999999997,109,V
13,1.0,1,1,0.34,173,N
251,1.0,1,1,0.43755,97,V
245,1.0,1,1,0.44115,106,V
140,1.0,1,1,0.44115,45,V
221,1.0,1,1,0.44275,107,V
97,1.0,1,1,0.4312,250,V
100,1.0,1,1,0.4518,90,V
184,1.0,1,1,0.44699999999999995,121,V
13,1.0,1,1,0.3013,173,N
11,1.0,1,1,0.2239,174,N
10,1.0,1,1,0.3118,175,N
10,1.0,1,1,0.405,174,N
10,1.0,1,1,0.3877,174,N
36,1.0,1,1,0.4203,165,V
357,1.0,1,1,0.3793,33,V
109,1.0,1,1,0.39055,241,V
105,1.0,1,1,0.39595,72,V
16,0.7822,1,1,0.3333,169,V
215,0.8776,1,1,0.39605,142,V
131,1.0,1,1,0.34855,63,V
14,1.0,1,1,0.3248,172,N
344,1.0,1,1,0.3986,43,V
20,1.0,1,1,0.3884,166,V
20,1.0,1,1,0.3972,167,V
21,1.0,1,1,0.4063,357,N
25,1.0,1,1,0.3647,163,V
25,1.0,1,1,0.363,163,V
22,1.0,1,1,0.4061,165,V
23,1.0,1,1,0.3751,164,V
24,1.0,1,1,0.3401,164,V
20,1.0,1,1,0.3665,167,V
296,1.0,1,1,0.43835,53,V
28,1.0,1,1,0.3994,160,V
12,1.0,1,1,0.3555,174,N
153,1.0,1,1,0.4357,132,V
116,1.0,1,1,0.4248,74,V
356,1.0,1,1,0.4297,33,V
106,1.0,1,1,0.4377,252,V
106,1.0,1,1,0.4377,84,V
251,1.0,1,1,0.4158,100,V
363,1.0,1,0,0.3903,30,V
48,0.6759,1,1,0.4488,252,V
165,1.0,1,1,0.44505,108,V
122,1.0,1,1,0.4329,66,V
232,1.0,1,1,0.45504999999999995,108,V
25,1.0,1,1,0.4206,163,V
289,1.0,1,1,0.40165,65,V
11,1.0,1,1,0.3978,174,N
179,1.0,1,1,0.4508,109,V
134,1.0,1,1,0.4544,58,V
256,1.0,1,1,0.4203,91,V
272,1.0,1,1,0.4535,79,V
12,1.0,1,1,0.318,174,N
322,1.0,1,1,0.4144,63,V
12,1.0,1,1,0.3031,174,N
291,1.0,1,1,0.4243,87,V
151,1.0,1,1,0.4524,50,V
193,1.0,1,1,0.45605,112,V
258,1.0,1,1,0.43225,96,V
301,1.0,1,1,0.397,56,V
49,1.0,1,1,0.4216,243,N
266,1.0,1,1,0.4004,98,V
128,1.0,1,1,0.4155,70,V
199,0.874,1,1,0.42725,116,V
154,1.0,1,1,0.4465,129,V
119,1.0,1,1,0.4206,75,V
168,1.0,1,1,0.39010000000000006,126,V
279,1.0,1,1,0.3604,108,V
25,1.0,1,1,0.345,163,V
25,1.0,1,1,0.3362,163,V
166,0.9812,1,1,0.42075,129,V
25,1.0,1,1,0.39,162,V
23,1.0,1,1,0.3245,165,V
19,1.0,1,1,0.4005,346,N
20,1.0,1,1,0.4254,166,V
24,1.0,1,1,0.3919,163,V
20,1.0,1,1,0.405,167,V
24,1.0,1,1,0.3199,164,V
23,1.0,1,1,0.3715,164,V
24,1.0,1,1,0.4062,163,V
22,1.0,1,1,0.3238,165,V
22,1.0,1,1,0.3576,165,V
25,1.0,1,1,0.3596,163,V
20,1.0,1,1,0.3052,168,V
22,1.0,1,1,0.3234,165,V
19,1.0,1,1,0.4134,365,N
20,1.0,1,1,0.3094,168,V
22,1.0,1,1,0.3621,165,V
19,1.0,1,1,0.3352,168,V
24,1.0,1,1,0.3082,164,V
23,1.0,1,1,0.4214,164,V
16,1.0,1,1,0.3435,170,V
21,1.0,1,1,0.4068,346,N
23,1.0,1,1,0.3129,165,V
22,1.0,1,0,0.051412499999999986,361,N
24,1.0,1,1,0.3482,164,V
16,1.0,1,1,0.3122,355,N
16,1.0,1,1,0.3122,171,V
160,1.0,1,1,0.38325,128,V
27,1.0,1,1,0.2975,161,V
255,1.0,1,1,0.38965000000000005,79,V
10,1.0,1,1,0.2608,175,N
11,1.0,1,1,0.2275,174,N
207,1.0,1,1,0.39344999999999997,98,V
204,1.0,1,1,0.3811,104,V
200,1.0,1,1,0.41345,107,V
207,1.0,1,1,0.42235,99,V
250,1.0,1,1,0.41935,102,V
325,1.0,1,1,0.4178,61,V
194,1.0,1,1,0.42585,69,V
254,1.0,1,1,0.36765000000000003,108,V
128,1.0,1,1,0.4297,63,V
239,1.0,1,1,0.44495,96,V
234,1.0,1,1,0.41000000000000003,105,V
118,1.0,1,1,0.4218,72,V
188,1.0,1,1,0.40875,114,V
28,1.0,1,1,0.385,352,N
88,1.0,1,1,0.4425,85,V
159,0.9161,1,1,0.40035,128,V
32,1.0,1,1,0.3953,348,N
125,1.0,1,1,0.42,66,V
50,1.0,1,1,0.398,226,N
321,1.0,1,1,0.3445,67,V
29,1.0,1,1,0.4151,343,N
71,1.0,1,1,0.44199999999999995,99,V
213,1.0,1,1,0.4031,101,V
201,1.0,1,1,0.40754999999999997,108,V
194,1.0,1,1,0.4304,110,V
